,carat,Ideal,Premium,Very Good,Good,Fair,D,E,F,G,H,I,J,IF,VVS1,VVS2,VS1,VS2,SI1,SI2,I1
213,2.33,0.0,13242.0,16288.5,11523.0,15473.333333333334,0.0,0.0,0.0,13242.0,10860.0,16898.666666666668,13716.666666666666,8220.0,0.0,14822.666666666666,13371.0,0.0,15792.666666666666,0.0,0.0
214,2.34,0.0,0.0,11221.0,8491.0,0.0,0.0,0.0,0.0,0.0,11221.0,8491.0,0.0,9856.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2.35,0.0,0.0,0.0,16251.833333333334,15122.0,0.0,0.0,0.0,0.0,17169.5,15973.75,14399.0,0.0,0.0,16092.0,16512.5,14399.0,0.0,0.0,0.0
216,2.36,0.0,12286.0,16514.666666666668,18745.0,0.0,0.0,0.0,0.0,0.0,16820.0,0.0,15057.5,0.0,0.0,0.0,15686.5,17829.0,0.0,0.0,0.0
217,2.37,0.0,0.0,16595.0,0.0,0.0,0.0,0.0,0.0,0.0,16937.0,0.0,16424.0,0.0,0.0,0.0,16937.0,0.0,16424.0,0.0,0.0
218,2.38,0.0,0.0,0.0,15180.333333333334,16126.0,0.0,0.0,0.0,14648.0,18522.0,0.0,14807.6,0.0,0.0,12364.0,12682.0,18522.0,16986.0,0.0,0.0
219,2.39,0.0,0.0,17365.0,17164.5,16791.0,0.0,0.0,0.0,0.0,16687.0,17642.0,17078.0,0.0,0.0,16687.0,0.0,17503.5,16791.0,0.0,0.0
220,2.4,15824.0,18541.0,16142.0,16550.5,17955.0,0.0,0.0,16797.0,0.0,18374.0,17845.0,15320.75,0.0,0.0,16000.0,17197.8,0.0,0.0,0.0,0.0
221,2.41,0.0,17923.0,16987.0,14710.333333333334,0.0,0.0,0.0,0.0,0.0,15248.0,16157.666666666666,15320.0,0.0,0.0,0.0,15930.25,15320.0,0.0,0.0,0.0
222,2.42,0.0,0.0,0.0,16924.166666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16924.166666666668,0.0,0.0,0.0,16198.0,0.0,17650.333333333332,0.0,0.0
223,2.43,14975.0,0.0,17856.0,14378.333333333334,16170.0,0.0,0.0,0.0,12345.5,16170.0,16291.5,18692.0,9716.0,0.0,0.0,15932.0,0.0,18692.0,0.0,0.0
224,2.44,0.0,0.0,0.0,13027.0,17478.333333333332,0.0,0.0,0.0,0.0,0.0,13027.0,17478.333333333332,0.0,0.0,17472.0,13027.0,0.0,17481.5,0.0,0.0
225,2.45,0.0,0.0,17351.0,0.0,0.0,0.0,0.0,16589.0,0.0,0.0,0.0,18113.0,0.0,0.0,0.0,16589.0,0.0,18113.0,0.0,0.0
226,2.46,0.0,0.0,16105.5,0.0,0.0,0.0,0.0,0.0,15745.0,0.0,0.0,16466.0,0.0,0.0,0.0,16105.5,0.0,0.0,0.0,0.0
227,2.47,0.0,0.0,15430.0,15751.0,0.0,0.0,0.0,0.0,0.0,0.0,14970.0,15981.0,0.0,0.0,0.0,15644.0,0.0,0.0,0.0,0.0
228,2.48,15030.0,0.0,12883.0,17161.0,17444.75,0.0,0.0,18692.0,0.0,16819.5,15936.6,0.0,0.0,0.0,17304.0,16234.333333333334,0.0,0.0,0.0,0.0
229,2.49,6289.0,0.0,16915.0,18325.0,0.0,0.0,0.0,0.0,0.0,0.0,18325.0,11602.0,6289.0,0.0,16915.0,18325.0,0.0,0.0,0.0,0.0
230,2.5,12767.42857142857,18325.0,15673.25,13457.0,17028.0,0.0,0.0,17405.0,10253.0,11674.333333333334,17701.0,15957.166666666666,8344.0,0.0,17028.0,15221.333333333334,0.0,17640.0,0.0,0.0
231,2.51,0.0,14230.0,16841.0,16167.2,17419.5,0.0,16717.0,0.0,14251.0,15920.2,16778.666666666668,17148.0,0.0,0.0,16539.333333333332,16185.9,0.0,18020.0,0.0,0.0
232,2.52,12926.0,17608.0,17231.0,17887.0,17689.0,0.0,0.0,0.0,15124.333333333334,17522.0,17741.5,15776.0,10076.0,0.0,17741.5,17148.75,0.0,0.0,0.0,0.0
233,2.53,17103.0,0.0,16709.0,16020.333333333334,0.0,0.0,0.0,0.0,0.0,16291.0,16709.0,0.0,0.0,0.0,17481.5,15636.666666666666,0.0,0.0,0.0,0.0
234,2.54,0.0,0.0,13554.0,14717.0,16581.0,0.0,0.0,0.0,14421.0,15535.0,15359.0,0.0,0.0,0.0,0.0,15261.333333333334,0.0,0.0,0.0,0.0
235,2.55,0.0,0.0,0.0,16558.5,0.0,0.0,0.0,0.0,0.0,0.0,16558.5,0.0,0.0,0.0,0.0,14351.0,18766.0,0.0,0.0,0.0
236,2.56,0.0,15231.0,17753.0,17186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16723.333333333332,0.0,0.0,17469.5,15231.0,0.0,0.0,0.0,0.0
237,2.57,0.0,0.0,0.0,17841.666666666668,0.0,17924.0,17116.0,0.0,0.0,0.0,0.0,18485.0,0.0,0.0,18485.0,17520.0,0.0,0.0,0.0,0.0
238,2.58,12500.0,0.0,0.0,16195.0,0.0,0.0,0.0,12500.0,0.0,16195.0,0.0,0.0,0.0,0.0,0.0,14347.5,0.0,0.0,0.0,0.0
239,2.59,0.0,0.0,16465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16465.0,0.0,0.0,0.0,0.0,16465.0,0.0,0.0,0.0
240,2.6,17027.0,0.0,0.0,17209.0,0.0,0.0,0.0,0.0,17027.0,0.0,0.0,17209.0,0.0,0.0,0.0,17118.0,0.0,0.0,0.0,0.0
241,2.61,0.0,13784.0,18756.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16270.0,0.0,0.0,0.0,0.0,16270.0,0.0,0.0,0.0,0.0
242,2.63,0.0,0.0,16914.0,10628.0,10437.0,0.0,0.0,0.0,0.0,0.0,0.0,12659.666666666666,10532.5,0.0,0.0,16914.0,0.0,0.0,0.0,0.0
243,2.64,0.0,0.0,17407.0,0.0,0.0,0.0,0.0,0.0,0.0,17407.0,0.0,0.0,0.0,0.0,0.0,17407.0,0.0,0.0,0.0,0.0
244,2.65,0.0,0.0,0.0,16314.0,0.0,0.0,0.0,0.0,16314.0,0.0,0.0,0.0,0.0,0.0,0.0,16314.0,0.0,0.0,0.0,0.0
245,2.66,0.0,16239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16239.0,0.0,0.0,0.0,0.0,0.0,16239.0,0.0,0.0,0.0,0.0
246,2.67,0.0,18686.0,0.0,0.0,0.0,0.0,0.0,18686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18686.0,0.0,0.0,0.0,0.0
247,2.68,0.0,0.0,0.0,8419.0,9665.0,0.0,0.0,0.0,8419.0,0.0,9665.0,0.0,9042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2.7,0.0,0.0,0.0,0.0,14341.0,0.0,0.0,0.0,0.0,14341.0,0.0,0.0,0.0,0.0,0.0,14341.0,0.0,0.0,0.0,0.0
249,2.71,0.0,0.0,0.0,17146.0,0.0,0.0,17146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17146.0,0.0,0.0,0.0,0.0
250,2.72,0.0,0.0,14697.5,0.0,0.0,0.0,0.0,0.0,0.0,11594.0,0.0,17801.0,11594.0,0.0,0.0,17801.0,0.0,0.0,0.0,0.0
251,2.74,8807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8807.0,8807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2.75,0.0,0.0,13156.0,15415.0,0.0,13156.0,0.0,0.0,0.0,15415.0,0.0,0.0,13156.0,0.0,0.0,15415.0,0.0,0.0,0.0,0.0
253,2.77,0.0,0.0,0.0,10424.0,0.0,0.0,0.0,0.0,0.0,10424.0,0.0,0.0,10424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2.8,0.0,18788.0,0.0,15030.0,0.0,0.0,0.0,0.0,18788.0,0.0,15030.0,0.0,0.0,0.0,0.0,16909.0,0.0,0.0,0.0,0.0
255,3.0,16970.0,10863.0,0.0,16970.0,6512.0,0.0,0.0,0.0,0.0,6512.0,14934.333333333334,0.0,8687.5,0.0,0.0,16970.0,0.0,0.0,0.0,0.0
256,3.01,14501.5,18359.0,16287.5,13827.4,0.0,0.0,0.0,9925.0,14220.0,14677.0,16201.6,17095.0,11316.0,0.0,0.0,17566.0,0.0,0.0,0.0,0.0
257,3.02,10577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10577.0,0.0,10577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,3.04,0.0,0.0,0.0,18559.0,0.0,0.0,0.0,0.0,0.0,0.0,18559.0,0.0,0.0,0.0,0.0,18559.0,0.0,0.0,0.0,0.0
259,3.05,0.0,0.0,0.0,10453.0,0.0,0.0,10453.0,0.0,0.0,0.0,0.0,0.0,10453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,3.11,9823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9823.0,9823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,3.22,0.0,0.0,12545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12545.0,0.0,12545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,3.24,0.0,0.0,0.0,12300.0,0.0,0.0,0.0,0.0,0.0,12300.0,0.0,0.0,12300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,3.4,15964.0,0.0,0.0,0.0,0.0,15964.0,0.0,0.0,0.0,0.0,0.0,0.0,15964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,3.5,0.0,0.0,12587.0,0.0,0.0,0.0,0.0,0.0,0.0,12587.0,0.0,0.0,12587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,3.51,0.0,0.0,0.0,18701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18701.0,0.0,0.0,0.0,0.0,0.0,18701.0,0.0,0.0
266,4.0,0.0,0.0,0.0,0.0,15984.0,0.0,0.0,0.0,0.0,0.0,15984.0,0.0,15984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,4.01,0.0,0.0,0.0,15223.0,0.0,0.0,0.0,0.0,0.0,0.0,15223.0,15223.0,15223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,4.13,17329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17329.0,0.0,0.0,17329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,4.5,18531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18531.0,18531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
